Date;Maturity;Maturity (year fraction);Strike;Volatility
2024-02;9M;0,73;5,00;2,49
2024-02;1Y;1,00;5,00;2,51
2024-02;2Y;2,00;5,00;2,44
2024-02;3Y;3,00;5,00;2,32
2024-02;4Y;4,00;5,00;2,22
2024-02;5Y;5,00;5,00;2,15
2024-02;6Y;6,00;5,00;2,10
2024-02;7Y;7,00;5,00;2,06
2024-02;8Y;8,00;5,00;2,04
2024-02;9Y;9,00;5,00;2,03
2024-02;10Y;10,00;5,00;2,02
2024-02;1M;0,08;6,00;7,68
2024-02;2M;0,16;6,00;5,52
2024-02;3M;0,24;6,00;4,45
2024-02;6M;0,49;6,00;2,68
2024-02;9M;0,73;6,00;2,46
2024-02;1Y;1,00;6,00;2,55
2024-02;2Y;2,00;6,00;2,55
2024-02;3Y;3,00;6,00;2,44
2024-02;4Y;4,00;6,00;2,34
2024-02;5Y;5,00;6,00;2,27
2024-02;6Y;6,00;6,00;2,21
2024-02;7Y;7,00;6,00;2,17
2024-02;8Y;8,00;6,00;2,15
2024-02;9Y;9,00;6,00;2,14
2024-02;10Y;10,00;6,00;2,13
2024-02;1M;0,08;6,50;7,29
2024-02;2M;0,16;6,50;5,24
2024-02;3M;0,24;6,50;4,22
2024-02;6M;0,49;6,50;2,60
2024-02;9M;0,73;6,50;2,46
2024-02;1Y;1,00;6,50;2,58
2024-02;2Y;2,00;6,50;2,61
2024-02;3Y;3,00;6,50;2,50
2024-02;4Y;4,00;6,50;2,40
2024-02;5Y;5,00;6,50;2,33
2024-02;6Y;6,00;6,50;2,27
2024-02;7Y;7,00;6,50;2,23
2024-02;8Y;8,00;6,50;2,21
2024-02;9Y;9,00;6,50;2,20
2024-02;10Y;10,00;6,50;2,18
2024-02;1M;0,08;7,00;6,90
2024-02;2M;0,16;7,00;4,96
2024-02;3M;0,24;7,00;3,99
2024-02;6M;0,49;7,00;2,53
2024-02;9M;0,73;7,00;2,47
2024-02;1Y;1,00;7,00;2,62
2024-02;2Y;2,00;7,00;2,68
2024-02;3Y;3,00;7,00;2,57
2024-02;4Y;4,00;7,00;2,46
2024-02;5Y;5,00;7,00;2,39
2024-02;6Y;6,00;7,00;2,33
2024-02;7Y;7,00;7,00;2,29
2024-02;8Y;8,00;7,00;2,26
2024-02;9Y;9,00;7,00;2,25
2024-02;10Y;10,00;7,00;2,24
2024-02;1M;0,08;7,50;6,51
2024-02;2M;0,16;7,50;4,68
2024-02;3M;0,24;7,50;3,76
2024-02;6M;0,49;7,50;2,47
2024-02;9M;0,73;7,50;2,48
2024-02;1Y;1,00;7,50;2,66
2024-02;2Y;2,00;7,50;2,74
2024-02;3Y;3,00;7,50;2,63
2024-02;4Y;4,00;7,50;2,52
2024-02;5Y;5,00;7,50;2,45
2024-02;6Y;6,00;7,50;2,39
2024-02;7Y;7,00;7,50;2,34
2024-02;8Y;8,00;7,50;2,32
2024-02;9Y;9,00;7,50;2,31
2024-02;10Y;10,00;7,50;2,29
2024-02;1M;0,08;8,00;6,12
2024-02;2M;0,16;8,00;4,40
2024-02;3M;0,24;8,00;3,53
2024-02;6M;0,49;8,00;2,42
2024-02;9M;0,73;8,00;2,51
2024-02;1Y;1,00;8,00;2,71
2024-02;2Y;2,00;8,00;2,81
2024-02;3Y;3,00;8,00;2,70
2024-02;4Y;4,00;8,00;2,59
2024-02;5Y;5,00;8,00;2,51
2024-02;6Y;6,00;8,00;2,45
2024-02;7Y;7,00;8,00;2,40
2024-02;8Y;8,00;8,00;2,38
2024-02;9Y;9,00;8,00;2,37
2024-02;10Y;10,00;8,00;2,35
2024-02;1M;0,08;8,50;5,73
2024-02;2M;0,16;8,50;4,12
2024-02;3M;0,24;8,50;3,31
2024-02;6M;0,49;8,50;2,38
2024-02;9M;0,73;8,50;2,55
2024-02;1Y;1,00;8,50;2,77
2024-02;2Y;2,00;8,50;2,88
2024-02;3Y;3,00;8,50;2,77
2024-02;4Y;4,00;8,50;2,65
2024-02;5Y;5,00;8,50;2,57
2024-02;6Y;6,00;8,50;2,51
2024-02;7Y;7,00;8,50;2,46
2024-02;8Y;8,00;8,50;2,44
2024-02;9Y;9,00;8,50;2,42
2024-02;10Y;10,00;8,50;2,41
2024-02;1M;0,08;9,00;5,35
2024-02;2M;0,16;9,00;3,85
2024-02;3M;0,24;9,00;3,08
2024-02;6M;0,49;9,00;2,36
2024-02;9M;0,73;9,00;2,59
2024-02;1Y;1,00;9,00;2,83
2024-02;2Y;2,00;9,00;2,96
2024-02;3Y;3,00;9,00;2,84
2024-02;4Y;4,00;9,00;2,72
2024-02;5Y;5,00;9,00;2,64
2024-02;6Y;6,00;9,00;2,57
2024-02;7Y;7,00;9,00;2,52
2024-02;8Y;8,00;9,00;2,49
2024-02;9Y;9,00;9,00;2,48
2024-02;10Y;10,00;9,00;2,47
2024-02;1M;0,08;9,50;4,96
2024-02;2M;0,16;9,50;3,57
2024-02;3M;0,24;9,50;2,86
2024-02;6M;0,49;9,50;2,35
2024-02;9M;0,73;9,50;2,65
2024-02;1Y;1,00;9,50;2,90
2024-02;2Y;2,00;9,50;3,03
2024-02;3Y;3,00;9,50;2,91
2024-02;4Y;4,00;9,50;2,79
2024-02;5Y;5,00;9,50;2,70
2024-02;6Y;6,00;9,50;2,64
2024-02;7Y;7,00;9,50;2,59
2024-02;8Y;8,00;9,50;2,56
2024-02;9Y;9,00;9,50;2,54
2024-02;10Y;10,00;9,50;2,52
2024-02;1M;0,08;10,00;4,58
2024-02;2M;0,16;10,00;3,30
2024-02;3M;0,24;10,00;2,64
2024-02;6M;0,49;10,00;2,35
2024-02;9M;0,73;10,00;2,71
2024-02;1Y;1,00;10,00;2,97
2024-02;2Y;2,00;10,00;3,11
2024-02;3Y;3,00;10,00;2,98
2024-02;4Y;4,00;10,00;2,86
2024-02;5Y;5,00;10,00;2,77
2024-02;6Y;6,00;10,00;2,70
2024-02;7Y;7,00;10,00;2,65
2024-02;8Y;8,00;10,00;2,62
2024-02;9Y;9,00;10,00;2,60
2024-02;10Y;10,00;10,00;2,58
2024-02;1M;0,08;10,50;4,19
2024-02;2M;0,16;10,50;3,03
2024-02;3M;0,24;10,50;2,42
2024-02;6M;0,49;10,50;2,37
2024-02;9M;0,73;10,50;2,78
2024-02;1Y;1,00;10,50;3,04
2024-02;2Y;2,00;10,50;3,19
2024-02;3Y;3,00;10,50;3,05
2024-02;4Y;4,00;10,50;2,93
2024-02;5Y;5,00;10,50;2,83
2024-02;6Y;6,00;10,50;2,76
2024-02;7Y;7,00;10,50;2,71
2024-02;8Y;8,00;10,50;2,68
2024-02;9Y;9,00;10,50;2,66
2024-02;10Y;10,00;10,50;2,64
2024-02;1M;0,08;11,00;3,81
2024-02;2M;0,16;11,00;2,76
2024-02;3M;0,24;11,00;2,21
2024-02;6M;0,49;11,00;2,40
2024-02;9M;0,73;11,00;2,85
2024-02;1Y;1,00;11,00;3,13
2024-02;2Y;2,00;11,00;3,27
2024-02;3Y;3,00;11,00;3,13
2024-02;4Y;4,00;11,00;3,00
2024-02;5Y;5,00;11,00;2,90
2024-02;6Y;6,00;11,00;2,83
2024-02;7Y;7,00;11,00;2,77
2024-02;8Y;8,00;11,00;2,74
2024-02;9Y;9,00;11,00;2,72
2024-02;10Y;10,00;11,00;2,70
2024-02;1M;0,08;11,50;3,43
2024-02;2M;0,16;11,50;2,50
2024-02;3M;0,24;11,50;2,01
2024-02;6M;0,49;11,50;2,44
2024-02;9M;0,73;11,50;2,93
2024-02;1Y;1,00;11,50;3,21
2024-02;2Y;2,00;11,50;3,36
2024-02;3Y;3,00;11,50;3,21
2024-02;4Y;4,00;11,50;3,07
2024-02;5Y;5,00;11,50;2,97
2024-02;6Y;6,00;11,50;2,89
2024-02;7Y;7,00;11,50;2,84
2024-02;8Y;8,00;11,50;2,80
2024-02;9Y;9,00;11,50;2,79
2024-02;10Y;10,00;11,50;2,77
2024-02;1M;0,08;12,00;3,06
2024-02;2M;0,16;12,00;2,24
2024-02;3M;0,24;12,00;1,81
2024-02;6M;0,49;12,00;2,50
2024-02;9M;0,73;12,00;3,02
2024-02;1Y;1,00;12,00;3,30
2024-02;2Y;2,00;12,00;3,44
2024-02;3Y;3,00;12,00;3,28
2024-02;4Y;4,00;12,00;3,14
2024-02;5Y;5,00;12,00;3,04
2024-02;6Y;6,00;12,00;2,96
2024-02;7Y;7,00;12,00;2,90
2024-02;8Y;8,00;12,00;2,87
2024-02;9Y;9,00;12,00;2,85
2024-02;10Y;10,00;12,00;2,83
2024-02;1M;0,08;12,50;2,69
2024-02;2M;0,16;12,50;2,00
2024-02;3M;0,24;12,50;1,62
2024-02;6M;0,49;12,50;2,57
2024-02;9M;0,73;12,50;3,11
2024-02;1Y;1,00;12,50;3,39
2024-02;2Y;2,00;12,50;3,53
2024-02;3Y;3,00;12,50;3,36
2024-02;4Y;4,00;12,50;3,22
2024-02;5Y;5,00;12,50;3,11
2024-02;6Y;6,00;12,50;3,03
2024-02;7Y;7,00;12,50;2,97
2024-02;8Y;8,00;12,50;2,93
2024-02;9Y;9,00;12,50;2,91
2024-02;10Y;10,00;12,50;2,89
2024-02;1M;0,08;13,00;2,33
2024-02;2M;0,16;13,00;1,76
2024-02;3M;0,24;13,00;1,45
2024-02;6M;0,49;13,00;2,64
2024-02;9M;0,73;13,00;3,21
2024-02;1Y;1,00;13,00;3,49
2024-02;2Y;2,00;13,00;3,61
2024-02;3Y;3,00;13,00;3,44
2024-02;4Y;4,00;13,00;3,29
2024-02;5Y;5,00;13,00;3,18
2024-02;6Y;6,00;13,00;3,10
2024-02;7Y;7,00;13,00;3,03
2024-02;8Y;8,00;13,00;2,99
2024-02;9Y;9,00;13,00;2,97
2024-02;10Y;10,00;13,00;2,95
2024-02;1M;0,08;13,50;1,98
2024-02;2M;0,16;13,50;1,54
2024-02;3M;0,24;13,50;1,31
2024-02;6M;0,49;13,50;2,73
2024-02;9M;0,73;13,50;3,31
2024-02;1Y;1,00;13,50;3,58
2024-02;2Y;2,00;13,50;3,70
2024-02;3Y;3,00;13,50;3,52
2024-02;4Y;4,00;13,50;3,37
2024-02;5Y;5,00;13,50;3,25
2024-02;6Y;6,00;13,50;3,17
2024-02;7Y;7,00;13,50;3,10
2024-02;8Y;8,00;13,50;3,06
2024-02;9Y;9,00;13,50;3,04
2024-02;10Y;10,00;13,50;3,01
2024-02;1M;0,08;14,00;1,65
2024-02;2M;0,16;14,00;1,34
2024-02;3M;0,24;14,00;1,19
2024-02;6M;0,49;14,00;2,83
2024-02;9M;0,73;14,00;3,42
2024-02;1Y;1,00;14,00;3,68
2024-02;2Y;2,00;14,00;3,79
2024-02;3Y;3,00;14,00;3,61
2024-02;4Y;4,00;14,00;3,44
2024-02;5Y;5,00;14,00;3,32
2024-02;6Y;6,00;14,00;3,23
2024-02;7Y;7,00;14,00;3,17
2024-02;8Y;8,00;14,00;3,13
2024-02;9Y;9,00;14,00;3,10
2024-02;10Y;10,00;14,00;3,08
2024-02;1M;0,08;14,50;1,36
2024-02;2M;0,16;14,50;1,18
2024-02;3M;0,24;14,50;1,11
2024-02;6M;0,49;14,50;2,93
2024-02;9M;0,73;14,50;3,53
2024-02;1Y;1,00;14,50;3,79
2024-02;2Y;2,00;14,50;3,88
2024-02;3Y;3,00;14,50;3,69
2024-02;4Y;4,00;14,50;3,52
2024-02;5Y;5,00;14,50;3,39
2024-02;6Y;6,00;14,50;3,30
2024-02;7Y;7,00;14,50;3,23
2024-02;8Y;8,00;14,50;3,19
2024-02;9Y;9,00;14,50;3,17
2024-02;10Y;10,00;14,50;3,14
2024-02;1M;0,08;15,00;1,12
2024-02;2M;0,16;15,00;1,07
2024-02;3M;0,24;15,00;1,08
2024-02;6M;0,49;15,00;3,04
2024-02;9M;0,73;15,00;3,64
2024-02;1Y;1,00;15,00;3,89
2024-02;2Y;2,00;15,00;3,98
2024-02;3Y;3,00;15,00;3,77
2024-02;4Y;4,00;15,00;3,59
2024-02;5Y;5,00;15,00;3,47
2024-02;6Y;6,00;15,00;3,37
2024-02;7Y;7,00;15,00;3,30
2024-02;8Y;8,00;15,00;3,26
2024-02;9Y;9,00;15,00;3,23
2024-02;10Y;10,00;15,00;3,21
2024-02;1M;0,08;15,50;0,99
2024-02;2M;0,16;15,50;1,03
2024-02;3M;0,24;15,50;1,10
2024-02;6M;0,49;15,50;3,16
2024-02;9M;0,73;15,50;3,76
2024-02;1Y;1,00;15,50;4,00
2024-02;2Y;2,00;15,50;4,07
2024-02;3Y;3,00;15,50;3,85
2024-02;4Y;4,00;15,50;3,67
2024-02;5Y;5,00;15,50;3,54
2024-02;6Y;6,00;15,50;3,45
2024-02;7Y;7,00;15,50;3,37
2024-02;8Y;8,00;15,50;3,33
2024-02;9Y;9,00;15,50;3,30
2024-02;10Y;10,00;15,50;3,27
2024-02;1M;0,08;16,00;1,01
2024-02;2M;0,16;16,00;1,07
2024-02;3M;0,24;16,00;1,18
2024-02;6M;0,49;16,00;3,28
2024-02;9M;0,73;16,00;3,87
2024-02;1Y;1,00;16,00;4,11
2024-02;2Y;2,00;16,00;4,16
2024-02;3Y;3,00;16,00;3,94
2024-02;4Y;4,00;16,00;3,75
2024-02;5Y;5,00;16,00;3,61
2024-02;6Y;6,00;16,00;3,52
2024-02;7Y;7,00;16,00;3,44
2024-02;8Y;8,00;16,00;3,39
2024-02;9Y;9,00;16,00;3,37
2024-02;10Y;10,00;16,00;3,34
2024-02;1M;0,08;16,50;1,18
2024-02;2M;0,16;16,50;1,18
2024-02;3M;0,24;16,50;1,29
2024-02;6M;0,49;16,50;3,41
2024-02;9M;0,73;16,50;4,00
2024-02;1Y;1,00;16,50;4,22
2024-02;2Y;2,00;16,50;4,26
2024-02;3Y;3,00;16,50;4,02
2024-02;4Y;4,00;16,50;3,83
2024-02;5Y;5,00;16,50;3,69
2024-02;6Y;6,00;16,50;3,59
2024-02;7Y;7,00;16,50;3,51
2024-02;8Y;8,00;16,50;3,46
2024-02;9Y;9,00;16,50;3,43
2024-02;10Y;10,00;16,50;3,40
2024-02;1M;0,08;17,00;1,38
2024-02;2M;0,16;17,00;1,34
2024-02;3M;0,24;17,00;1,42
2024-02;6M;0,49;17,00;3,54
2024-02;9M;0,73;17,00;4,12
2024-02;1Y;1,00;17,00;4,34
2024-02;2Y;2,00;17,00;4,36
2024-02;3Y;3,00;17,00;4,11
2024-02;4Y;4,00;17,00;3,91
2024-02;5Y;5,00;17,00;3,76
2024-02;6Y;6,00;17,00;3,66
2024-02;7Y;7,00;17,00;3,58
2024-02;8Y;8,00;17,00;3,53
2024-02;9Y;9,00;17,00;3,50
2024-02;10Y;10,00;17,00;3,47
2024-02;1M;0,08;18,00;1,74
2024-02;2M;0,16;18,00;1,63
2024-02;3M;0,24;18,00;1,68
2024-02;6M;0,49;18,00;3,80
2024-02;9M;0,73;18,00;4,36
2024-02;1Y;1,00;18,00;4,56
2024-02;2Y;2,00;18,00;4,55
2024-02;3Y;3,00;18,00;4,29
2024-02;4Y;4,00;18,00;4,07
2024-02;5Y;5,00;18,00;3,92
2024-02;6Y;6,00;18,00;3,81
2024-02;7Y;7,00;18,00;3,72
2024-02;8Y;8,00;18,00;3,67
2024-02;9Y;9,00;18,00;3,63
2024-02;10Y;10,00;18,00;3,60
2024-02;1M;0,08;19,00;2,04
2024-02;2M;0,16;19,00;1,89
2024-02;3M;0,24;19,00;1,92
2024-02;6M;0,49;19,00;4,05
2024-02;9M;0,73;19,00;4,61
2024-02;1Y;1,00;19,00;4,79
2024-02;2Y;2,00;19,00;4,75
2024-02;3Y;3,00;19,00;4,46
2024-02;4Y;4,00;19,00;4,23
2024-02;5Y;5,00;19,00;4,07
2024-02;6Y;6,00;19,00;3,95
2024-02;7Y;7,00;19,00;3,86
2024-02;8Y;8,00;19,00;3,81
2024-02;9Y;9,00;19,00;3,77
2024-02;10Y;10,00;19,00;3,74
2024-02;1M;0,08;20,00;2,31
2024-02;2M;0,16;20,00;2,12
2024-02;3M;0,24;20,00;2,13
2024-02;6M;0,49;20,00;4,30
2024-02;9M;0,73;20,00;4,85
2024-02;1Y;1,00;20,00;5,02
2024-02;2Y;2,00;20,00;4,95
2024-02;3Y;3,00;20,00;4,64
2024-02;4Y;4,00;20,00;4,40
2024-02;5Y;5,00;20,00;4,22
2024-02;6Y;6,00;20,00;4,10
2024-02;7Y;7,00;20,00;4,01
2024-02;8Y;8,00;20,00;3,95
2024-02;9Y;9,00;20,00;3,91
2024-02;10Y;10,00;20,00;3,87
2024-02;1M;0,08;22,50;2,87
2024-02;2M;0,16;22,50;2,61
2024-02;3M;0,24;22,50;2,58
2024-02;6M;0,49;22,50;4,90
2024-02;9M;0,73;22,50;5,44
2024-02;1Y;1,00;22,50;5,58
2024-02;2Y;2,00;22,50;5,45
2024-02;3Y;3,00;22,50;5,09
2024-02;4Y;4,00;22,50;4,82
2024-02;5Y;5,00;22,50;4,62
2024-02;6Y;6,00;22,50;4,49
2024-02;7Y;7,00;22,50;4,38
2024-02;8Y;8,00;22,50;4,31
2024-02;9Y;9,00;22,50;4,26
2024-02;10Y;10,00;22,50;4,22
2024-02;1M;0,08;25,00;3,34
2024-02;2M;0,16;25,00;3,03
2024-02;3M;0,24;25,00;2,98
2024-02;6M;0,49;25,00;5,46
2024-02;9M;0,73;25,00;6,01
2024-02;1Y;1,00;25,00;6,13
2024-02;2Y;2,00;25,00;5,95
2024-02;3Y;3,00;25,00;5,55
2024-02;4Y;4,00;25,00;5,25
2024-02;5Y;5,00;25,00;5,03
2024-02;6Y;6,00;25,00;4,87
2024-02;7Y;7,00;25,00;4,75
2024-02;8Y;8,00;25,00;4,68
2024-02;9Y;9,00;25,00;4,63
2024-02;10Y;10,00;25,00;4,58
2024-02;1M;0,08;27,50;3,77
2024-02;2M;0,16;27,50;3,41
2024-02;3M;0,24;27,50;3,34
2024-02;6M;0,49;27,50;6,00
2024-02;9M;0,73;27,50;6,56
2024-02;1Y;1,00;27,50;6,67
2024-02;2Y;2,00;27,50;6,45
2024-02;3Y;3,00;27,50;6,02
2024-02;4Y;4,00;27,50;5,68
2024-02;5Y;5,00;27,50;5,44
2024-02;6Y;6,00;27,50;5,27
2024-02;7Y;7,00;27,50;5,14
2024-02;8Y;8,00;27,50;5,05
2024-02;9Y;9,00;27,50;5,00
2024-02;10Y;10,00;27,50;4,94
2024-02;1M;0,08;30,00;4,15
2024-02;2M;0,16;30,00;3,76
2024-02;3M;0,24;30,00;3,68
2024-02;6M;0,49;30,00;6,52
2024-02;9M;0,73;30,00;7,11
2024-02;1Y;1,00;30,00;7,21
2024-02;2Y;2,00;30,00;6,95
2024-02;3Y;3,00;30,00;6,48
2024-02;4Y;4,00;30,00;6,12
2024-02;5Y;5,00;30,00;5,86
2024-02;6Y;6,00;30,00;5,68
2024-02;7Y;7,00;30,00;5,53
2024-02;8Y;8,00;30,00;5,44
2024-02;9Y;9,00;30,00;5,37
2024-02;10Y;10,00;30,00;5,31
2024-03;1M;0,08;3,00;6,16
2024-03;2M;0,16;3,00;6,01
2024-03;3M;0,24;3,00;5,99
2024-03;6M;0,49;3,00;3,82
2024-03;9M;0,73;3,00;3,05
2024-03;1Y;1,00;3,00;2,82
2024-03;2Y;2,00;3,00;2,46
2024-03;3Y;3,00;3,00;2,28
2024-03;4Y;4,00;3,00;2,17
2024-03;5Y;5,00;3,00;2,10
2024-03;6Y;6,00;3,00;2,05
2024-03;7Y;7,00;3,00;2,01
2024-03;8Y;8,00;3,00;1,98
2024-03;9Y;9,00;3,00;1,96
2024-03;10Y;10,00;3,00;1,94
2024-03;1M;0,08;4,00;5,68
2024-03;2M;0,16;4,00;5,55
2024-03;3M;0,24;4,00;5,52
2024-03;6M;0,49;4,00;3,57
2024-03;9M;0,73;4,00;2,93
2024-03;1Y;1,00;4,00;2,79
2024-03;2Y;2,00;4,00;2,53
2024-03;3Y;3,00;4,00;2,37
2024-03;4Y;4,00;4,00;2,26
2024-03;5Y;5,00;4,00;2,19
2024-03;6Y;6,00;4,00;2,15
2024-03;7Y;7,00;4,00;2,10
2024-03;8Y;8,00;4,00;2,07
2024-03;9Y;9,00;4,00;2,05
2024-03;10Y;10,00;4,00;2,03
2024-03;1M;0,08;5,00;5,21
2024-03;2M;0,16;5,00;5,08
2024-03;3M;0,24;5,00;5,05
2024-03;6M;0,49;5,00;3,34
2024-03;9M;0,73;5,00;2,85
2024-03;1Y;1,00;5,00;2,78
2024-03;2Y;2,00;5,00;2,61
2024-03;3Y;3,00;5,00;2,46
2024-03;4Y;4,00;5,00;2,36
2024-03;5Y;5,00;5,00;2,29
2024-03;6Y;6,00;5,00;2,24
2024-03;7Y;7,00;5,00;2,20
2024-03;8Y;8,00;5,00;2,17
2024-03;9Y;9,00;5,00;2,14
2024-03;10Y;10,00;5,00;2,12
2024-03;1M;0,08;6,00;4,73
2024-03;2M;0,16;6,00;4,62
2024-03;3M;0,24;6,00;4,59
2024-03;6M;0,49;6,00;3,14
2024-03;9M;0,73;6,00;2,79
2024-03;1Y;1,00;6,00;2,81
2024-03;2Y;2,00;6,00;2,71
2024-03;3Y;3,00;6,00;2,56
2024-03;4Y;4,00;6,00;2,46
2024-03;5Y;5,00;6,00;2,39
2024-03;6Y;6,00;6,00;2,35
2024-03;7Y;7,00;6,00;2,30
2024-03;8Y;8,00;6,00;2,27
2024-03;9Y;9,00;6,00;2,24
2024-03;10Y;10,00;6,00;2,22
2024-03;1M;0,08;6,50;4,50
2024-03;2M;0,16;6,50;4,40
2024-03;3M;0,24;6,50;4,36
2024-03;6M;0,49;6,50;3,04
2024-03;9M;0,73;6,50;2,77
2024-03;1Y;1,00;6,50;2,83
2024-03;2Y;2,00;6,50;2,76
2024-03;3Y;3,00;6,50;2,62
2024-03;4Y;4,00;6,50;2,52
2024-03;5Y;5,00;6,50;2,45
2024-03;6Y;6,00;6,50;2,40
2024-03;7Y;7,00;6,50;2,35
2024-03;8Y;8,00;6,50;2,32
2024-03;9Y;9,00;6,50;2,30
2024-03;10Y;10,00;6,50;2,27
2024-03;1M;0,08;7,00;4,26
2024-03;2M;0,16;7,00;4,17
2024-03;3M;0,24;7,00;4,13
2024-03;6M;0,49;7,00;2,96
2024-03;9M;0,73;7,00;2,76
2024-03;1Y;1,00;7,00;2,86
2024-03;2Y;2,00;7,00;2,82
2024-03;3Y;3,00;7,00;2,67
2024-03;4Y;4,00;7,00;2,57
2024-03;5Y;5,00;7,00;2,50
2024-03;6Y;6,00;7,00;2,46
2024-03;7Y;7,00;7,00;2,41
2024-03;8Y;8,00;7,00;2,38
2024-03;9Y;9,00;7,00;2,35
2024-03;10Y;10,00;7,00;2,32
2024-03;1M;0,08;7,50;4,03
2024-03;2M;0,16;7,50;3,94
2024-03;3M;0,24;7,50;3,90
2024-03;6M;0,49;7,50;2,89
2024-03;9M;0,73;7,50;2,76
2024-03;1Y;1,00;7,50;2,89
2024-03;2Y;2,00;7,50;2,88
2024-03;3Y;3,00;7,50;2,73
2024-03;4Y;4,00;7,50;2,63
2024-03;5Y;5,00;7,50;2,56
2024-03;6Y;6,00;7,50;2,51
2024-03;7Y;7,00;7,50;2,46
2024-03;8Y;8,00;7,50;2,43
2024-03;9Y;9,00;7,50;2,40
2024-03;10Y;10,00;7,50;2,38
2024-03;1M;0,08;8,00;3,79
2024-03;2M;0,16;8,00;3,72
2024-03;3M;0,24;8,00;3,67
2024-03;6M;0,49;8,00;2,82
2024-03;9M;0,73;8,00;2,77
2024-03;1Y;1,00;8,00;2,93
2024-03;2Y;2,00;8,00;2,94
2024-03;3Y;3,00;8,00;2,79
2024-03;4Y;4,00;8,00;2,69
2024-03;5Y;5,00;8,00;2,62
2024-03;6Y;6,00;8,00;2,57
2024-03;7Y;7,00;8,00;2,52
2024-03;8Y;8,00;8,00;2,48
2024-03;9Y;9,00;8,00;2,45
2024-03;10Y;10,00;8,00;2,43
2024-03;1M;0,08;8,50;3,56
2024-03;2M;0,16;8,50;3,49
2024-03;3M;0,24;8,50;3,45
2024-03;6M;0,49;8,50;2,76
2024-03;9M;0,73;8,50;2,78
2024-03;1Y;1,00;8,50;2,97
2024-03;2Y;2,00;8,50;3,00
2024-03;3Y;3,00;8,50;2,86
2024-03;4Y;4,00;8,50;2,75
2024-03;5Y;5,00;8,50;2,68
2024-03;6Y;6,00;8,50;2,63
2024-03;7Y;7,00;8,50;2,57
2024-03;8Y;8,00;8,50;2,54
2024-03;9Y;9,00;8,50;2,51
2024-03;10Y;10,00;8,50;2,48
2024-03;1M;0,08;9,00;3,33
2024-03;2M;0,16;9,00;3,27
2024-03;3M;0,24;9,00;3,22
2024-03;6M;0,49;9,00;2,72
2024-03;9M;0,73;9,00;2,81
2024-03;1Y;1,00;9,00;3,02
2024-03;2Y;2,00;9,00;3,07
2024-03;3Y;3,00;9,00;2,92
2024-03;4Y;4,00;9,00;2,81
2024-03;5Y;5,00;9,00;2,73
2024-03;6Y;6,00;9,00;2,68
2024-03;7Y;7,00;9,00;2,63
2024-03;8Y;8,00;9,00;2,60
2024-03;9Y;9,00;9,00;2,56
2024-03;10Y;10,00;9,00;2,54
2024-03;1M;0,08;9,50;3,10
2024-03;2M;0,16;9,50;3,05
2024-03;3M;0,24;9,50;3,01
2024-03;6M;0,49;9,50;2,68
2024-03;9M;0,73;9,50;2,84
2024-03;1Y;1,00;9,50;3,08
2024-03;2Y;2,00;9,50;3,14
2024-03;3Y;3,00;9,50;2,99
2024-03;4Y;4,00;9,50;2,88
2024-03;5Y;5,00;9,50;2,80
2024-03;6Y;6,00;9,50;2,74
2024-03;7Y;7,00;9,50;2,69
2024-03;8Y;8,00;9,50;2,65
2024-03;9Y;9,00;9,50;2,62
2024-03;10Y;10,00;9,50;2,59
2024-03;1M;0,08;10,00;2,87
2024-03;2M;0,16;10,00;2,84
2024-03;3M;0,24;10,00;2,79
2024-03;6M;0,49;10,00;2,66
2024-03;9M;0,73;10,00;2,88
2024-03;1Y;1,00;10,00;3,14
2024-03;2Y;2,00;10,00;3,21
2024-03;3Y;3,00;10,00;3,05
2024-03;4Y;4,00;10,00;2,94
2024-03;5Y;5,00;10,00;2,86
2024-03;6Y;6,00;10,00;2,80
2024-03;7Y;7,00;10,00;2,75
2024-03;8Y;8,00;10,00;2,71
2024-03;9Y;9,00;10,00;2,68
2024-03;10Y;10,00;10,00;2,65
2024-03;1M;0,08;10,50;2,65
2024-03;2M;0,16;10,50;2,63
2024-03;3M;0,24;10,50;2,58
2024-03;6M;0,49;10,50;2,65
2024-03;9M;0,73;10,50;2,93
2024-03;1Y;1,00;10,50;3,21
2024-03;2Y;2,00;10,50;3,28
2024-03;3Y;3,00;10,50;3,12
2024-03;4Y;4,00;10,50;3,01
2024-03;5Y;5,00;10,50;2,92
2024-03;6Y;6,00;10,50;2,86
2024-03;7Y;7,00;10,50;2,81
2024-03;8Y;8,00;10,50;2,77
2024-03;9Y;9,00;10,50;2,73
2024-03;10Y;10,00;10,50;2,71
2024-03;1M;0,08;11,00;2,43
2024-03;2M;0,16;11,00;2,42
2024-03;3M;0,24;11,00;2,37
2024-03;6M;0,49;11,00;2,65
2024-03;9M;0,73;11,00;2,98
2024-03;1Y;1,00;11,00;3,28
2024-03;2Y;2,00;11,00;3,35
2024-03;3Y;3,00;11,00;3,19
2024-03;4Y;4,00;11,00;3,07
2024-03;5Y;5,00;11,00;2,98
2024-03;6Y;6,00;11,00;2,93
2024-03;7Y;7,00;11,00;2,86
2024-03;8Y;8,00;11,00;2,83
2024-03;9Y;9,00;11,00;2,79
2024-03;10Y;10,00;11,00;2,76
2024-03;1M;0,08;11,50;2,21
2024-03;2M;0,16;11,50;2,22
2024-03;3M;0,24;11,50;2,17
2024-03;6M;0,49;11,50;2,66
2024-03;9M;0,73;11,50;3,04
